Gene	Gene_Name	Log10_Pvalue	Log_fold_change
ENSG00000124228	DDX27	-1.680	0.137
ENSG00000137106	GRHPR	-2.605	0.137
ENSG00000146416	AIG1	-2.355	0.137
ENSG00000071859	FAM50A	-1.800	0.136
ENSG00000099942	CRKL	-1.916	0.136
ENSG00000105700	KXD1	-2.069	0.135
ENSG00000049245	VAMP3	-2.233	0.134
ENSG00000129354	AP1M2	-2.483	0.134
ENSG00000005007	UPF1	-2.561	0.134
ENSG00000205581	HMGN1	-2.385	0.134
ENSG00000115875	SRSF7	-1.939	0.133
ENSG00000119787	ATL2	-1.939	0.133
ENSG00000158941	CCAR2	-1.797	0.132
ENSG00000115339	GALNT3	-1.850	0.131
ENSG00000011638	TMEM159	-1.804	0.131
ENSG00000180370	PAK2	-2.292	0.130
ENSG00000048544	MRPS10	-1.655	0.130
ENSG00000089327	FXYD5	-2.120	0.129
ENSG00000085721	RRN3	-1.487	0.128
ENSG00000100325	ASCC2	-2.053	0.127
ENSG00000113141	IK	-2.327	0.127
ENSG00000153827	TRIP12	-2.481	0.127
ENSG00000080503	SMARCA2	-1.864	0.126
ENSG00000183431	SF3A3	-1.470	0.126
ENSG00000198925	ATG9A	-1.849	0.126
ENSG00000124570	SERPINB6	-1.892	0.125
ENSG00000118564	FBXL5	-2.123	0.124
ENSG00000144635	DYNC1LI1	-1.491	0.124
ENSG00000147649	MTDH	-2.108	0.124
ENSG00000141179	PCTP	-1.565	0.123
ENSG00000108953	YWHAE	-2.758	0.123
ENSG00000157538	DSCR3	-1.840	0.122
ENSG00000103051	COG4	-1.599	0.122
ENSG00000186566	GPATCH8	-1.625	0.122
ENSG00000167644	C19orf33	-1.883	0.121
ENSG00000198218	QRICH1	-1.791	0.121
ENSG00000141076	UTP4	-1.868	0.120
ENSG00000107874	CUEDC2	-1.848	0.120
ENSG00000127054	CPSF3L	-1.659	0.119
ENSG00000006831	ADIPOR2	-1.730	0.118
ENSG00000135316	SYNCRIP	-2.182	0.118
ENSG00000149269	PAK1	-1.569	0.118
ENSG00000131236	CAP1	-2.373	0.118
ENSG00000108039	XPNPEP1	-1.744	0.117
ENSG00000168724	DNAJC21	-1.527	0.117
ENSG00000088247	KHSRP	-1.913	0.116
ENSG00000163659	TIPARP	-1.997	0.116
ENSG00000248527	MTATP6P1	-1.829	0.116
ENSG00000062038	CDH3	-1.685	0.116
ENSG00000170606	HSPA4	-2.071	0.116
ENSG00000166295	ANAPC16	-2.209	0.114
ENSG00000138758	SEPT11	-1.556	0.113
ENSG00000097033	SH3GLB1	-1.760	0.113
ENSG00000182117	NOP10	-1.834	0.113
ENSG00000109736	MFSD10	-1.824	0.112
ENSG00000166333	ILK	-1.670	0.112
ENSG00000090861	AARS	-1.593	0.111
ENSG00000137497	NUMA1	-1.805	0.111
ENSG00000089053	ANAPC5	-1.713	0.110
ENSG00000089280	FUS	-1.749	0.110
ENSG00000138674	SEC31A	-1.934	0.108
ENSG00000084623	EIF3I	-1.864	0.108
ENSG00000006453	BAIAP2L1	-1.642	0.108
ENSG00000012660	ELOVL5	-1.540	0.107
ENSG00000115677	HDLBP	-2.299	0.107
ENSG00000135926	TMBIM1	-1.845	0.107
ENSG00000168288	MMADHC	-1.728	0.107
ENSG00000176340	COX8A	-1.774	0.106
ENSG00000112514	CUTA	-1.570	0.105
ENSG00000131828	PDHA1	-1.696	0.105
ENSG00000070061	IKBKAP	-1.504	0.104
ENSG00000106348	IMPDH1	-1.525	0.104
ENSG00000035403	VCL	-1.760	0.103
ENSG00000113580	NR3C1	-1.459	0.102
ENSG00000108604	SMARCD2	-1.563	0.099
ENSG00000132305	IMMT	-1.687	0.099
ENSG00000152234	ATP5A1	-2.016	0.098
ENSG00000143612	C1orf43	-1.651	0.097
ENSG00000185043	CIB1	-1.512	0.094
ENSG00000110955	ATP5B	-1.739	0.088
ENSG00000169714	CNBP	-1.553	0.088
ENSG00000120705	ETF1	-1.520	0.086
ENSG00000084754	HADHA	-1.584	0.085
ENSG00000135269	TES	-1.480	-0.093
ENSG00000111229	ARPC3	-1.644	-0.095
ENSG00000198752	CDC42BPB	-1.462	-0.099
ENSG00000114125	RNF7	-1.511	-0.100
ENSG00000092841	MYL6	-2.211	-0.102
ENSG00000152894	PTPRK	-1.546	-0.102
ENSG00000242372	EIF6	-2.018	-0.102
ENSG00000044115	CTNNA1	-1.964	-0.102
ENSG00000146701	MDH2	-1.916	-0.102
ENSG00000129103	SUMF2	-1.621	-0.103
ENSG00000137767	SQRDL	-1.724	-0.104
ENSG00000140564	FURIN	-1.813	-0.106
ENSG00000130779	CLIP1	-1.692	-0.106
ENSG00000177697	CD151	-1.759	-0.107
ENSG00000186432	KPNA4	-1.650	-0.108
ENSG00000116288	PARK7	-1.772	-0.108
ENSG00000105568	PPP2R1A	-1.988	-0.109
ENSG00000147065	MSN	-2.235	-0.109
ENSG00000120509	PDZD11	-1.634	-0.110
ENSG00000084463	WBP11	-1.480	-0.110
ENSG00000162522	KIAA1522	-1.861	-0.111
ENSG00000166411	IDH3A	-1.511	-0.111
ENSG00000119777	TMEM214	-1.643	-0.111
ENSG00000120129	DUSP1	-1.494	-0.113
ENSG00000164902	PHAX	-1.468	-0.113
ENSG00000100221	JOSD1	-1.765	-0.113
ENSG00000078369	GNB1	-2.558	-0.113
ENSG00000069345	DNAJA2	-1.915	-0.116
ENSG00000004487	KDM1A	-1.777	-0.116
ENSG00000172893	DHCR7	-2.030	-0.116
ENSG00000167491	GATAD2A	-1.648	-0.119
ENSG00000086065	CHMP5	-2.229	-0.119
ENSG00000073921	PICALM	-1.749	-0.120
ENSG00000119314	PTBP3	-1.455	-0.120
ENSG00000143799	PARP1	-2.205	-0.121
ENSG00000047249	ATP6V1H	-1.918	-0.121
ENSG00000198700	IPO9	-2.305	-0.122
ENSG00000118705	RPN2	-2.058	-0.122
ENSG00000100888	CHD8	-1.687	-0.122
ENSG00000160194	NDUFV3	-1.800	-0.122
ENSG00000068745	IP6K2	-2.158	-0.122
ENSG00000169564	PCBP1	-2.178	-0.123
ENSG00000113068	PFDN1	-1.761	-0.124
ENSG00000117362	APH1A	-2.458	-0.125
ENSG00000099624	ATP5D	-1.466	-0.125
ENSG00000186350	RXRA	-1.842	-0.125
ENSG00000244187	TMEM141	-1.754	-0.125
ENSG00000100528	CNIH1	-2.179	-0.126
ENSG00000140400	MAN2C1	-1.694	-0.126
ENSG00000274523	RCC1L	-1.671	-0.127
ENSG00000144566	RAB5A	-1.504	-0.128
ENSG00000106263	EIF3B	-2.662	-0.128
ENSG00000183726	TMEM50A	-2.301	-0.129
ENSG00000104946	TBC1D17	-1.512	-0.129
ENSG00000166986	MARS	-2.107	-0.129
ENSG00000116521	SCAMP3	-2.256	-0.129
ENSG00000104969	SGTA	-1.965	-0.130
ENSG00000106608	URGCP	-1.972	-0.130
ENSG00000087152	ATXN7L3	-1.734	-0.131
ENSG00000091140	DLD	-2.445	-0.131
ENSG00000136522	MRPL47	-1.679	-0.132
ENSG00000159346	ADIPOR1	-3.216	-0.132
ENSG00000136193	SCRN1	-1.835	-0.133
ENSG00000118217	ATF6	-2.258	-0.133
ENSG00000145982	FARS2	-1.613	-0.133
ENSG00000147853	AK3	-2.371	-0.134
ENSG00000091317	CMTM6	-1.733	-0.135
ENSG00000114302	PRKAR2A	-1.713	-0.135
ENSG00000178761	FAM219B	-2.395	-0.135
ENSG00000162368	CMPK1	-2.051	-0.135
ENSG00000057757	PITHD1	-1.581	-0.136
ENSG00000177239	MAN1B1	-2.769	-0.136
ENSG00000110435	PDHX	-1.739	-0.136
ENSG00000125741	OPA3	-1.925	-0.136
ENSG00000132507	EIF5A	-2.546	-0.136
ENSG00000171262	FAM98B	-1.455	-0.137
ENSG00000137124	ALDH1B1	-2.072	-0.137
ENSG00000145730	PAM	-2.212	-0.138
ENSG00000129245	FXR2	-2.244	-0.138
ENSG00000092203	TOX4	-2.280	-0.138
ENSG00000235162	C12orf75	-1.554	-0.138
ENSG00000142089	IFITM3	-2.535	-0.139
ENSG00000213614	HEXA	-2.136	-0.139
ENSG00000089248	ERP29	-2.680	-0.140
ENSG00000115233	PSMD14	-2.631	-0.140
ENSG00000211450	C11orf31	-2.214	-0.140
ENSG00000103187	COTL1	-2.074	-0.141
ENSG00000147471	PROSC	-1.960	-0.141
ENSG00000159166	LAD1	-3.305	-0.141
ENSG00000156471	PTDSS1	-2.354	-0.142
ENSG00000114867	EIF4G1	-3.441	-0.142
ENSG00000143774	GUK1	-2.809	-0.142
ENSG00000007923	DNAJC11	-1.701	-0.142
ENSG00000198663	C6orf89	-2.114	-0.142
ENSG00000143756	FBXO28	-1.483	-0.143
ENSG00000010270	STARD3NL	-1.910	-0.143
ENSG00000134283	PPHLN1	-1.921	-0.143
ENSG00000108946	PRKAR1A	-2.696	-0.143
ENSG00000125124	BBS2	-2.067	-0.143
ENSG00000141526	SLC16A3	-2.049	-0.144
ENSG00000139990	DCAF5	-2.558	-0.144
ENSG00000126458	RRAS	-2.156	-0.144
ENSG00000007520	TSR3	-2.578	-0.145
ENSG00000111540	RAB5B	-2.717	-0.145
ENSG00000169021	UQCRFS1	-3.219	-0.145
ENSG00000066117	SMARCD1	-1.821	-0.145
ENSG00000167674	CTB-50L17.10	-1.971	-0.145
ENSG00000113758	DBN1	-2.794	-0.145
ENSG00000069849	ATP1B3	-2.438	-0.146
ENSG00000155366	RHOC	-3.831	-0.146
ENSG00000143815	LBR	-2.158	-0.146
ENSG00000179241	LDLRAD3	-1.647	-0.146
ENSG00000101193	GID8	-2.138	-0.146
ENSG00000157020	SEC13	-2.918	-0.146
ENSG00000230989	HSBP1	-2.698	-0.146
ENSG00000006451	RALA	-2.179	-0.147
ENSG00000181222	POLR2A	-2.365	-0.147
ENSG00000160753	RUSC1	-2.032	-0.147
ENSG00000162910	MRPL55	-2.140	-0.147
ENSG00000138663	COPS4	-1.754	-0.147
ENSG00000129518	EAPP	-2.170	-0.147
ENSG00000188725	SMIM15	-1.520	-0.148
ENSG00000145817	YIPF5	-2.638	-0.148
ENSG00000099940	SNAP29	-1.491	-0.148
ENSG00000165322	ARHGAP12	-2.196	-0.148
ENSG00000123562	MORF4L2	-3.604	-0.148
ENSG00000130723	PRRC2B	-2.670	-0.149
ENSG00000141699	FAM134C	-1.714	-0.149
ENSG00000181789	COPG1	-2.730	-0.149
ENSG00000241973	PI4KA	-2.615	-0.149
ENSG00000100519	PSMC6	-2.633	-0.149
ENSG00000076201	PTPN23	-1.630	-0.151
ENSG00000159840	ZYX	-2.773	-0.151
ENSG00000058272	PPP1R12A	-2.005	-0.152
ENSG00000106723	SPIN1	-1.927	-0.152
ENSG00000143727	ACP1	-3.685	-0.153
ENSG00000100983	GSS	-2.958	-0.153
ENSG00000214046	SMIM7	-1.470	-0.153
ENSG00000119760	SUPT7L	-2.244	-0.154
ENSG00000164597	COG5	-2.631	-0.154
ENSG00000135862	LAMC1	-3.313	-0.154
ENSG00000165661	QSOX2	-1.650	-0.154
ENSG00000135480	KRT7	-4.412	-0.155
ENSG00000159202	UBE2Z	-4.069	-0.155
ENSG00000117676	RPS6KA1	-3.254	-0.155
ENSG00000177105	RHOG	-2.202	-0.156
ENSG00000182944	EWSR1	-3.223	-0.156
ENSG00000140950	TLDC1	-3.165	-0.156
ENSG00000125844	RRBP1	-3.001	-0.156
ENSG00000134046	MBD2	-2.886	-0.157
ENSG00000167461	RAB8A	-2.529	-0.157
ENSG00000111361	EIF2B1	-2.015	-0.157
ENSG00000114520	SNX4	-2.225	-0.158
ENSG00000138279	ANXA7	-3.835	-0.158
ENSG00000115641	FHL2	-2.463	-0.158
ENSG00000095139	ARCN1	-3.617	-0.158
ENSG00000106052	TAX1BP1	-3.026	-0.158
ENSG00000116353	MECR	-1.733	-0.158
ENSG00000124155	PIGT	-2.593	-0.159
ENSG00000119242	CCDC92	-1.579	-0.159
ENSG00000144048	DUSP11	-1.869	-0.159
ENSG00000115758	ODC1	-1.628	-0.159
ENSG00000155506	LARP1	-4.250	-0.160
ENSG00000101421	CHMP4B	-2.740	-0.160
ENSG00000068308	OTUD5	-2.766	-0.160
ENSG00000100441	KHNYN	-2.394	-0.160
ENSG00000167196	FBXO22	-3.247	-0.161
ENSG00000186635	ARAP1	-2.760	-0.161
ENSG00000087274	ADD1	-3.263	-0.162
ENSG00000105993	DNAJB6	-2.595	-0.162
ENSG00000116586	LAMTOR2	-3.343	-0.163
ENSG00000250479	CHCHD10	-1.881	-0.163
ENSG00000198742	SMURF1	-1.790	-0.164
ENSG00000083444	PLOD1	-2.094	-0.164
ENSG00000142252	GEMIN7	-1.510	-0.164
ENSG00000047849	MAP4	-4.731	-0.164
ENSG00000186575	NF2	-2.563	-0.164
ENSG00000172590	MRPL52	-2.492	-0.164
ENSG00000119321	FKBP15	-2.442	-0.165
ENSG00000149541	B3GAT3	-2.214	-0.165
ENSG00000110400	NECTIN1	-3.200	-0.166
ENSG00000140632	GLYR1	-2.299	-0.166
ENSG00000178950	GAK	-2.378	-0.167
ENSG00000135924	DNAJB2	-3.142	-0.167
ENSG00000140995	DEF8	-3.236	-0.167
ENSG00000090273	NUDC	-3.279	-0.167
ENSG00000173545	ZNF622	-2.350	-0.167
ENSG00000171208	NETO2	-2.809	-0.168
ENSG00000148671	ADIRF	-4.458	-0.168
ENSG00000151806	GUF1	-1.818	-0.169
ENSG00000123144	C19orf43	-2.574	-0.169
ENSG00000172757	CFL1	-3.552	-0.169
ENSG00000124067	SLC12A4	-2.656	-0.169
ENSG00000173898	SPTBN2	-1.954	-0.169
ENSG00000120053	GOT1	-3.395	-0.169
ENSG00000107223	EDF1	-4.311	-0.169
ENSG00000158435	CNOT11	-2.094	-0.170
ENSG00000160410	SHKBP1	-3.326	-0.170
ENSG00000187051	RPS19BP1	-3.040	-0.170
ENSG00000104960	PTOV1	-3.062	-0.170
ENSG00000131778	CHD1L	-3.327	-0.170
ENSG00000168275	COA6	-1.919	-0.170
ENSG00000105576	TNPO2	-4.080	-0.170
ENSG00000214655	ZSWIM8	-2.914	-0.171
ENSG00000138107	ACTR1A	-4.180	-0.171
ENSG00000169567	HINT1	-5.652	-0.171
ENSG00000185608	MRPL40	-2.608	-0.171
ENSG00000155827	RNF20	-2.726	-0.171
ENSG00000119537	KDSR	-3.089	-0.172
ENSG00000170348	TMED10	-4.026	-0.172
ENSG00000124222	STX16	-2.734	-0.172
ENSG00000173436	MINOS1	-2.017	-0.173
ENSG00000065518	NDUFB4	-4.367	-0.173
ENSG00000119682	AREL1	-2.386	-0.173
ENSG00000125826	RBCK1	-4.245	-0.173
ENSG00000159210	SNF8	-3.136	-0.173
ENSG00000138760	SCARB2	-3.877	-0.174
ENSG00000099800	TIMM13	-3.668	-0.174
ENSG00000169692	AGPAT2	-2.029	-0.174
ENSG00000075426	FOSL2	-2.618	-0.174
ENSG00000171421	MRPL36	-2.202	-0.174
ENSG00000183943	PRKX	-3.188	-0.175
ENSG00000140688	C16orf58	-2.738	-0.175
ENSG00000148985	PGAP2	-2.770	-0.175
ENSG00000046651	OFD1	-2.193	-0.175
ENSG00000143889	HNRNPLL	-1.677	-0.175
ENSG00000204209	DAXX	-1.991	-0.175
ENSG00000134371	CDC73	-1.906	-0.175
ENSG00000180921	FAM83H	-2.696	-0.175
ENSG00000152291	TGOLN2	-3.387	-0.175
ENSG00000178952	TUFM	-4.554	-0.175
ENSG00000165458	INPPL1	-2.347	-0.176
ENSG00000203950	FAM127B	-2.094	-0.176
ENSG00000146223	RPL7L1	-4.047	-0.176
ENSG00000108528	SLC25A11	-2.940	-0.177
ENSG00000014641	MDH1	-4.809	-0.178
ENSG00000119421	NDUFA8	-3.444	-0.178
ENSG00000181610	MRPS23	-3.899	-0.178
ENSG00000163156	SCNM1	-1.503	-0.178
ENSG00000112079	STK38	-1.560	-0.178
ENSG00000142327	RNPEPL1	-3.052	-0.178
ENSG00000114902	SPCS1	-2.840	-0.179
ENSG00000158769	F11R	-3.747	-0.179
ENSG00000164078	MST1R	-3.717	-0.180
ENSG00000165156	ZHX1	-1.837	-0.180
ENSG00000078140	UBE2K	-3.432	-0.180
ENSG00000104825	NFKBIB	-1.498	-0.181
ENSG00000145050	MANF	-3.458	-0.181
ENSG00000137168	PPIL1	-2.467	-0.181
ENSG00000184900	SUMO3	-3.939	-0.182
ENSG00000213983	AP1G2	-3.308	-0.182
ENSG00000054793	ATP9A	-3.580	-0.183
ENSG00000147459	DOCK5	-2.977	-0.184
ENSG00000164054	SHISA5	-4.338	-0.184
ENSG00000182208	MOB2	-1.522	-0.184
ENSG00000142192	APP	-5.612	-0.184
ENSG00000138434	SSFA2	-4.222	-0.185
ENSG00000127511	SIN3B	-2.389	-0.185
ENSG00000179041	RRS1	-1.808	-0.185
ENSG00000177879	AP3S1	-2.511	-0.185
ENSG00000066455	GOLGA5	-3.181	-0.185
ENSG00000136485	DCAF7	-5.500	-0.185
ENSG00000204435	CSNK2B	-2.663	-0.186
ENSG00000146083	RNF44	-3.156	-0.186
ENSG00000189067	LITAF	-5.232	-0.186
ENSG00000004455	AK2	-4.506	-0.187
ENSG00000132670	PTPRA	-3.843	-0.187
ENSG00000115946	PNO1	-2.890	-0.187
ENSG00000141971	MVB12A	-1.936	-0.187
ENSG00000104979	C19orf53	-3.075	-0.187
ENSG00000170832	USP32	-3.287	-0.187
ENSG00000188706	ZDHHC9	-3.584	-0.187
ENSG00000115414	FN1	-3.841	-0.188
ENSG00000203879	GDI1	-4.534	-0.188
ENSG00000000419	DPM1	-3.177	-0.188
ENSG00000010322	NISCH	-2.500	-0.188
ENSG00000197956	S100A6	-3.296	-0.189
ENSG00000157778	PSMG3	-2.093	-0.189
ENSG00000164038	SLC9B2	-1.835	-0.189
ENSG00000015532	XYLT2	-2.423	-0.190
ENSG00000182585	EPGN	-1.991	-0.190
ENSG00000134108	ARL8B	-3.039	-0.190
ENSG00000184363	PKP3	-4.011	-0.191
ENSG00000147416	ATP6V1B2	-4.198	-0.191
ENSG00000014216	CAPN1	-5.303	-0.192
ENSG00000141425	RPRD1A	-4.089	-0.192
ENSG00000083223	ZCCHC6	-3.382	-0.192
ENSG00000172336	POP7	-2.305	-0.192
ENSG00000101363	MANBAL	-3.180	-0.193
ENSG00000160218	TRAPPC10	-1.607	-0.193
ENSG00000026103	FAS	-2.599	-0.193
ENSG00000168310	IRF2	-2.545	-0.194
ENSG00000196535	MYO18A	-5.065	-0.194
ENSG00000100387	RBX1	-3.986	-0.194
ENSG00000197694	SPTAN1	-5.717	-0.194
ENSG00000134291	TMEM106C	-2.189	-0.194
ENSG00000060491	OGFR	-2.000	-0.194
ENSG00000204160	ZDHHC18	-2.432	-0.194
ENSG00000169223	LMAN2	-5.504	-0.194
ENSG00000198931	APRT	-5.376	-0.195
ENSG00000177426	TGIF1	-3.618	-0.195
ENSG00000063245	EPN1	-2.983	-0.195
ENSG00000165175	MID1IP1	-3.743	-0.195
ENSG00000100664	EIF5	-4.377	-0.195
ENSG00000204574	ABCF1	-3.998	-0.195
ENSG00000144021	CIAO1	-4.541	-0.195
ENSG00000246705	H2AFJ	-2.340	-0.195
ENSG00000122545	SEPT7	-2.764	-0.196
ENSG00000167642	SPINT2	-5.495	-0.196
ENSG00000114030	KPNA1	-4.996	-0.196
ENSG00000075618	FSCN1	-3.244	-0.198
ENSG00000163479	SSR2	-4.325	-0.198
ENSG00000171793	CTPS1	-3.526	-0.198
ENSG00000197070	ARRDC1	-4.369	-0.198
ENSG00000099977	DDT	-2.877	-0.199
ENSG00000167792	NDUFV1	-4.810	-0.199
ENSG00000198042	MAK16	-2.139	-0.199
ENSG00000113615	SEC24A	-4.298	-0.199
ENSG00000090863	GLG1	-4.006	-0.200
ENSG00000107341	UBE2R2	-4.159	-0.200
ENSG00000145337	PYURF	-3.643	-0.200
ENSG00000229644	NAMPTP1	-2.462	-0.200
ENSG00000119523	ALG2	-2.124	-0.200
ENSG00000240972	MIF	-2.234	-0.200
ENSG00000152683	SLC30A6	-1.706	-0.200
ENSG00000164609	SLU7	-4.510	-0.200
ENSG00000278948	RP5-1039K5.12	-1.791	-0.201
ENSG00000183207	RUVBL2	-5.863	-0.201
ENSG00000165609	NUDT5	-4.327	-0.202
ENSG00000154222	CC2D1B	-2.871	-0.202
ENSG00000115944	COX7A2L	-6.081	-0.203
ENSG00000172432	GTPBP2	-3.302	-0.203
ENSG00000105053	VRK3	-2.585	-0.203
ENSG00000101367	MAPRE1	-3.799	-0.203
ENSG00000243943	ZNF512	-1.648	-0.204
ENSG00000129911	KLF16	-2.159	-0.204
ENSG00000204227	RING1	-1.637	-0.206
ENSG00000179119	SPTY2D1	-2.514	-0.206
ENSG00000197343	ZNF655	-3.094	-0.206
ENSG00000151929	BAG3	-3.647	-0.206
ENSG00000158828	PINK1	-5.388	-0.206
ENSG00000003509	NDUFAF7	-2.473	-0.206
ENSG00000198898	CAPZA2	-5.158	-0.206
ENSG00000078070	MCCC1	-3.388	-0.207
ENSG00000198793	MTOR	-4.339	-0.208
ENSG00000140157	NIPA2	-3.230	-0.208
ENSG00000110074	FOXRED1	-1.680	-0.208
ENSG00000112695	COX7A2	-6.130	-0.208
ENSG00000147804	SLC39A4	-1.465	-0.208
ENSG00000176871	WSB2	-5.820	-0.208
ENSG00000165688	PMPCA	-4.945	-0.208
ENSG00000153066	TXNDC11	-2.093	-0.208
ENSG00000173418	NAA20	-4.855	-0.209
ENSG00000101346	POFUT1	-4.065	-0.209
ENSG00000106245	BUD31	-4.196	-0.209
ENSG00000146425	DYNLT1	-4.804	-0.209
ENSG00000089220	PEBP1	-6.753	-0.210
ENSG00000076928	ARHGEF1	-4.276	-0.210
ENSG00000100335	MIEF1	-2.867	-0.210
ENSG00000069956	MAPK6	-4.008	-0.210
ENSG00000182831	C16orf72	-3.826	-0.210
ENSG00000196182	STK40	-2.725	-0.211
ENSG00000164713	BRI3	-3.390	-0.211
ENSG00000085832	EPS15	-3.978	-0.212
ENSG00000158019	BRE	-3.488	-0.212
ENSG00000149257	SERPINH1	-4.454	-0.212
ENSG00000100393	EP300	-4.091	-0.212
ENSG00000100412	ACO2	-5.546	-0.212
ENSG00000092010	PSME1	-5.449	-0.213
ENSG00000103363	TCEB2	-7.098	-0.213
ENSG00000088682	COQ9	-2.588	-0.214
ENSG00000115694	STK25	-6.182	-0.214
ENSG00000108826	MRPL27	-4.337	-0.214
ENSG00000108784	NAGLU	-2.077	-0.214
ENSG00000160570	DEDD2	-4.519	-0.214
ENSG00000196072	BLOC1S2	-4.819	-0.214
ENSG00000178951	ZBTB7A	-3.116	-0.214
ENSG00000204351	SKIV2L	-4.428	-0.215
ENSG00000278730	RP11-147L13.11	-2.657	-0.215
ENSG00000100568	VTI1B	-5.777	-0.215
ENSG00000175931	UBE2O	-4.338	-0.215
ENSG00000058600	POLR3E	-4.388	-0.215
ENSG00000225921	NOL7	-3.396	-0.215
ENSG00000163162	RNF149	-2.344	-0.216
ENSG00000091164	TXNL1	-4.562	-0.217
ENSG00000131148	EMC8	-2.532	-0.217
ENSG00000163807	KIAA1143	-2.502	-0.217
ENSG00000131174	COX7B	-4.504	-0.217
ENSG00000165271	NOL6	-3.534	-0.218
ENSG00000144118	RALB	-5.163	-0.218
ENSG00000132824	SERINC3	-6.043	-0.218
ENSG00000129925	TMEM8A	-3.084	-0.218
ENSG00000143198	MGST3	-6.559	-0.218
ENSG00000003056	M6PR	-3.804	-0.218
ENSG00000197448	GSTK1	-5.311	-0.218
ENSG00000166337	TAF10	-3.836	-0.218
ENSG00000187531	SIRT7	-2.505	-0.219
ENSG00000160293	VAV2	-3.328	-0.219
ENSG00000127884	ECHS1	-5.923	-0.219
ENSG00000153989	NUS1	-4.666	-0.220
ENSG00000042753	AP2S1	-5.750	-0.220
ENSG00000152556	PFKM	-6.734	-0.220
ENSG00000114353	GNAI2	-6.533	-0.220
ENSG00000176986	SEC24C	-5.296	-0.220
ENSG00000155957	TMBIM4	-1.476	-0.220
ENSG00000100075	SLC25A1	-5.736	-0.220
ENSG00000179918	SEPHS2	-3.635	-0.220
ENSG00000196235	SUPT5H	-6.065	-0.221
ENSG00000103978	TMEM87A	-3.875	-0.221
ENSG00000142546	NOSIP	-4.532	-0.221
ENSG00000126088	UROD	-4.718	-0.222
ENSG00000144524	COPS7B	-3.226	-0.222
ENSG00000170860	LSM3	-3.974	-0.222
ENSG00000166326	TRIM44	-5.208	-0.222
ENSG00000166135	HIF1AN	-4.207	-0.223
ENSG00000130985	UBA1	-8.103	-0.223
ENSG00000177700	POLR2L	-5.748	-0.224
ENSG00000257218	GATC	-3.182	-0.224
ENSG00000124275	MTRR	-2.500	-0.224
ENSG00000105058	FAM32A	-5.700	-0.224
ENSG00000060656	PTPRU	-2.819	-0.226
ENSG00000100239	PPP6R2	-4.766	-0.226
ENSG00000115561	CHMP3	-5.889	-0.227
ENSG00000088812	ATRN	-4.172	-0.227
ENSG00000156958	GALK2	-4.121	-0.227
ENSG00000125968	ID1	-5.091	-0.228
ENSG00000160813	PPP1R35	-2.045	-0.228
ENSG00000225470	JPX	-1.519	-0.228
ENSG00000087448	KLHL42	-2.494	-0.229
ENSG00000173141	MRPL57	-4.960	-0.229
ENSG00000113163	COL4A3BP	-2.061	-0.229
ENSG00000132155	RAF1	-3.958	-0.229
ENSG00000115183	TANC1	-4.529	-0.230
ENSG00000099849	RASSF7	-2.965	-0.230
ENSG00000157637	SLC38A10	-4.313	-0.230
ENSG00000137693	YAP1	-5.161	-0.230
ENSG00000162458	FBLIM1	-6.482	-0.230
ENSG00000154945	ANKRD40	-5.252	-0.230
ENSG00000115107	STEAP3	-3.189	-0.230
ENSG00000143776	CDC42BPA	-4.170	-0.231
ENSG00000143878	RHOB	-3.637	-0.231
ENSG00000100030	MAPK1	-5.500	-0.231
ENSG00000162073	PAQR4	-2.145	-0.231
ENSG00000001036	FUCA2	-6.091	-0.231
ENSG00000176022	B3GALT6	-1.878	-0.231
ENSG00000132676	DAP3	-8.076	-0.231
ENSG00000041357	PSMA4	-4.521	-0.232
ENSG00000197170	PSMD12	-4.719	-0.232
ENSG00000168575	SLC20A2	-5.344	-0.232
ENSG00000140939	NOL3	-1.713	-0.232
ENSG00000095906	NUBP2	-4.308	-0.232
ENSG00000182199	SHMT2	-3.145	-0.232
ENSG00000182154	MRPL41	-3.524	-0.232
ENSG00000184076	UQCR10	-5.285	-0.233
ENSG00000114354	TFG	-7.694	-0.233
ENSG00000163513	TGFBR2	-6.069	-0.233
ENSG00000128989	ARPP19	-5.486	-0.233
ENSG00000126062	TMEM115	-3.106	-0.233
ENSG00000107959	PITRM1	-6.902	-0.234
ENSG00000204178	TMEM57	-3.246	-0.234
ENSG00000115241	PPM1G	-8.274	-0.234
ENSG00000276293	PIP4K2B	-4.372	-0.234
ENSG00000167815	PRDX2	-5.210	-0.235
ENSG00000140365	COMMD4	-5.670	-0.235
ENSG00000092820	EZR	-8.454	-0.235
ENSG00000141959	PFKL	-5.489	-0.235
ENSG00000124422	USP22	-5.826	-0.236
ENSG00000000003	TSPAN6	-2.174	-0.236
ENSG00000239672	NME1	-5.222	-0.236
ENSG00000215114	UBXN2B	-2.508	-0.236
ENSG00000177352	CCDC71	-2.118	-0.236
ENSG00000105835	NAMPT	-6.022	-0.237
ENSG00000171552	BCL2L1	-6.603	-0.237
ENSG00000132640	BTBD3	-2.511	-0.238
ENSG00000104368	PLAT	-2.572	-0.238
ENSG00000086061	DNAJA1	-4.792	-0.238
ENSG00000174744	BRMS1	-3.309	-0.238
ENSG00000182247	UBE2E2	-3.613	-0.239
ENSG00000092148	HECTD1	-6.411	-0.239
ENSG00000055147	FAM114A2	-2.082	-0.239
ENSG00000205542	TMSB4X	-8.828	-0.239
